resenhas,abandonos,relendo,querem_ler,lendo,leram,favoritos,desejados,trocam,avaliaram
348,102,14,3.458,131,12.023,1.939,1.266,128,8.069
39,8,2,657,13,661,84,193,4,495
5,1,0,63,3,88,5,16,5,73
2,1,0,43,5,82,2,8,3,41
432,286,20,12.397,497,8.853,1.615,3.606,19,6.461
31,15,0,768,21,928,129,228,13,615
3,1,0,171,12,120,18,36,2,84
0,0,0,7,0,7,1,0,1,5
9,5,0,690,20,320,21,205,11,201
0,1,0,131,9,83,7,15,3,49
31,6,0,708,21,672,128,227,3,499
0,1,1,27,2,28,2,7,2,17
0,0,1,27,2,64,1,8,4,43
31,4,2,557,17,432,65,169,1,306
1,0,0,86,10,32,1,1,1,20
1,1,0,6,2,16,1,3,1,11
6,3,0,185,7,93,14,62,2,76
0,0,1,3,0,5,0,2,0,4
0,0,0,7,0,10,0,1,1,9
0,0,0,4,1,5,1,1,1,3
0,0,0,9,1,3,0,1,0,0
0,0,0,13,0,1,0,12,0,2
0,0,0,1,0,2,0,3,0,0
0,0,0,5,0,11,0,1,0,3
1.115,282,57,15.346,585,31.761,6.880,4.250,55,20.168
6,11,0,111,22,85,10,24,15,49
23,5,0,460,19,352,78,155,1,242
61,28,1,1.401,29,1.004,181,396,8,727
3,1,1,74,2,144,10,22,6,91
29,11,2,267,14,862,58,56,26,512
45,46,1,2.027,45,1.806,146,705,30,1.181
15,7,1,850,16,361,47,208,10,239
1,0,1,143,3,26,4,48,0,18
1.298,806,161,14.698,758,55.870,10.149,4.526,531,31.971
8,0,1,120,12,456,49,47,1,330
196,86,3,3.095,72,2.378,653,1.092,10,1.963
38,20,7,602,66,1.195,106,88,10,658
19,24,8,782,44,2.094,137,196,33,986
3,2,1,221,9,319,20,40,10,183
49,43,2,1.181,37,958,66,283,25,672
41,9,0,539,49,929,54,104,6,549
61,4,4,1.892,33,1.269,302,522,6,965
3,1,1,147,9,30,1,2,0,15
4,3,0,31,2,105,12,11,7,70
0,1,0,56,6,28,1,3,2,20
2,1,0,39,2,119,15,12,10,55
0,0,0,39,0,1,0,2,0,3
278,108,8,4.365,235,6.043,497,1.271,38,3.955
1,1,0,63,4,55,4,14,3,33
0,1,1,46,6,21,4,18,1,16
1,5,0,73,9,42,5,7,2,37
182,123,5,3.512,94,4.689,427,948,174,3.232
404,165,3,10.019,341,8.201,1.450,3.090,38,5.681
4,3,1,39,4,42,4,9,2,27
94,20,3,1.902,36,1.435,403,606,11,1.017
4,3,0,122,12,64,6,6,17,36
20,2,1,327,20,207,17,55,2,182
47,25,28,1.097,114,6.979,374,259,163,3.409
5,1,0,87,4,98,4,20,4,57
1,0,0,48,4,19,0,10,1,10
35,14,0,949,15,629,129,317,4,427
1,1,1,69,11,60,6,3,2,43
2,0,1,35,0,8,0,0,0,7
1,0,0,13,0,6,1,2,2,6
1,0,0,63,5,122,5,6,0,49
94,77,1,1.749,57,1.335,113,368,63,927
4,3,0,122,7,114,11,12,1,67
0,0,0,24,1,6,1,4,1,4
3,0,0,68,2,73,3,15,0,41
0,0,0,19,1,6,0,1,1,1
12,5,0,164,13,149,12,41,6,113
0,2,0,39,2,9,0,10,1,3
0,0,0,15,0,2,0,2,2,3
0,1,0,8,0,10,0,3,2,4
3,11,0,128,13,75,1,17,6,46
1,0,1,22,1,18,2,5,3,15
332,43,16,2.101,176,3.328,1.212,675,7,2.577
0,1,0,83,4,25,0,24,1,13
0,0,0,29,4,13,0,4,1,6
1,4,0,142,11,44,5,5,1,25
9,14,0,149,9,167,11,29,12,101
6,2,1,185,19,370,24,18,4,208
12,2,1,403,90,636,29,27,2,265
0,0,1,25,2,16,2,3,2,7
10,0,3,244,13,761,86,66,1,343
0,1,0,10,2,11,0,1,2,5
0,0,0,35,2,6,1,1,1,2
0,0,0,9,0,4,0,3,0,2
0,0,0,1,0,9,0,2,0,4
1,0,0,93,5,115,4,17,1,70
0,2,0,13,1,3,0,0,1,2
2,0,0,5,1,16,1,3,0,11
1,2,0,109,3,67,6,19,0,31
1,0,0,33,5,43,2,8,2,28
0,0,0,5,0,3,0,1,1,4
1,0,0,11,3,6,0,3,0,6
3,0,0,149,7,42,2,37,1,25
1,0,0,26,3,26,3,6,2,17
0,1,0,25,1,37,1,3,2,20
0,1,0,3,0,4,0,1,1,2
1,0,0,34,4,9,1,7,0,6
12,0,0,160,43,236,20,16,2,142
0,0,0,0,0,1,0,0,1,1
0,0,1,26,1,13,0,3,0,5
8,16,0,343,48,342,13,33,15,217
28,50,0,334,82,1.182,89,61,40,709
0,0,0,5,1,7,1,0,0,4
0,3,1,65,16,40,3,7,5,24
0,3,0,21,1,24,2,2,6,8
8,1,0,187,16,310,39,38,2,185
1,3,0,10,2,37,0,2,2,25
0,0,0,20,0,8,0,1,1,7
3,5,1,126,10,88,10,33,2,55
2,3,0,137,6,280,23,19,2,116
1,1,1,5,4,26,0,2,3,10
0,0,0,59,4,9,2,3,0,6
1,0,0,29,3,53,3,7,2,32
1,0,0,11,1,27,3,2,0,18
0,2,0,12,1,38,2,1,6,21
2,0,0,36,2,99,5,3,3,48
1,1,0,55,2,31,3,9,2,14
1,0,0,7,1,13,3,1,2,7
0,0,0,11,1,11,0,0,2,4
0,0,0,21,3,17,2,4,2,6
38,20,7,602,66,1.195,106,88,10,658
2,0,1,40,6,64,2,6,1,37
0,0,0,9,0,3,1,4,0,2
2,0,1,16,6,35,2,6,2,25
0,0,0,4,0,1,0,1,0,1
2,2,0,13,1,47,1,1,4,25
0,0,1,9,0,10,0,2,1,8
0,1,0,4,0,3,0,1,2,2
0,0,0,16,0,11,1,5,0,5
0,0,0,4,1,6,0,1,1,5
0,2,0,50,1,73,5,11,7,35
0,2,1,59,9,34,2,7,2,12
0,1,0,17,4,11,1,6,1,6
0,1,0,29,2,53,1,2,1,28
2,8,0,46,0,112,1,6,7,57
4,2,0,74,1,107,8,11,3,59
7,0,2,424,41,248,19,67,1,117
3,1,0,64,6,184,9,7,1,79
2,0,1,84,10,35,1,10,2,17
0,2,1,4,0,11,0,1,2,8
0,0,1,41,5,13,0,2,0,6
0,1,0,1,0,5,0,0,0,3
0,0,0,9,1,8,1,0,0,3
0,0,0,0,0,4,0,1,0,1
0,0,0,1,1,1,1,0,0,2
0,1,1,108,5,86,3,5,2,43
5,3,0,59,5,131,13,10,2,75
1,4,0,94,10,90,13,9,5,41
0,0,0,11,1,18,1,1,1,6
2,1,0,77,18,41,1,8,1,24
0,0,1,18,0,24,3,11,0,14
0,0,0,5,0,7,2,1,1,3
0,0,0,19,1,11,1,1,3,5
0,0,0,0,0,3,0,0,0,0
0,0,0,1,0,4,0,0,2,4
1,1,0,59,0,38,4,6,1,17
0,0,0,8,0,5,0,0,0,3
2,3,0,137,6,280,23,19,2,116
0,1,0,226,13,40,4,17,1,8
2,10,9,399,44,180,23,45,5,82
0,0,0,12,1,48,4,3,1,27
0,1,0,2,1,4,0,0,1,3
1,1,0,71,10,34,0,3,3,15
0,0,0,13,1,27,0,1,1,16
0,3,0,56,2,19,2,2,1,6
0,0,0,38,3,15,1,9,0,8
3,0,0,142,13,65,3,10,1,33
3,3,1,40,14,98,11,4,3,45
5,4,2,177,24,238,13,16,4,115
17,34,2,487,64,721,76,61,16,369
0,1,1,284,16,64,1,5,1,29
2,2,2,70,3,178,18,8,2,74
0,0,4,119,20,159,9,2,5,77
1,0,0,13,2,57,3,5,1,34
0,5,0,217,26,85,13,34,1,51
0,1,0,16,2,21,0,3,1,9
1,0,0,8,1,12,1,1,2,6
1,1,0,37,2,22,2,3,1,12
0,0,0,0,0,6,0,0,0,3
5,4,2,177,24,238,13,16,4,115
8,3,0,310,11,233,24,53,1,125
0,0,0,0,0,3,0,0,0,1
0,3,0,15,2,33,1,2,3,14
0,0,0,1,1,4,1,1,0,3
0,1,0,12,2,12,0,2,0,2
0,0,0,2,1,5,0,1,0,3
0,0,0,29,1,3,1,0,0,4
0,1,0,8,0,4,1,1,2,2
0,0,0,33,2,5,0,1,1,1
0,2,0,6,1,11,1,0,1,5
0,0,0,40,1,11,1,1,2,5
0,0,0,4,0,1,1,1,0,17
131,4,1,818,46,624,110,222,3,537
46,19,0,959,40,175,10,201,1,174
5,0,0,117,5,1,0,18,0,20
5,0,0,6,0,3,2,10,0,3
17,20,2,1.068,97,534,35,145,5,303
19,0,0,535,6,103,20,156,1,94
174,105,10,12.382,411,7.696,1.208,2.138,16,4.805
1,0,0,104,3,3,0,9,0,16
9,1,0,92,4,7,4,22,1,28
0,0,0,94,0,1,0,5,0,2
15,5,0,465,12,108,15,90,0,95
5,0,0,295,17,82,8,48,0,65
83,31,5,2.348,55,3.730,162,367,24,1.739
306,44,6,3.448,142,4.724,231,432,29,2.772
1.758,674,54,21.177,1.415,81.078,5.487,3.242,491,38.832
567,223,13,7.449,480,17.283,460,1.056,85,9.349
1,0,0,78,2,5,0,24,0,6
5,0,0,123,5,2,1,23,0,36
3,0,0,68,1,1,1,7,0,11
655,193,41,10.002,687,14.132,2.057,2.546,19,8.289
1,1,1,265,17,6,2,32,1,14
42,18,2,2.065,77,1.168,142,579,3,797
90,4,0,1.656,33,361,31,249,10,348
17,3,0,70,6,109,4,19,2,88
1.336,3.457,129,54.485,1.282,191.288,9.913,3.218,1.420,49.676
3,0,0,7,1,4,0,0,0,6
13,1,0,44,1,113,0,2,0,83
0,1,0,119,6,10,1,10,0,8
40,0,0,63,8,223,6,6,1,236
93,598,27,15.624,824,9.015,1.074,2.319,47,4.973
158,35,5,1.983,55,5.208,212,356,15,2.653
179,53,8,3.147,108,5.639,160,428,36,2.738
63,2,1,1.627,44,280,42,231,1,243
244,82,0,1.061,292,1.027,25,158,6,936
1,0,0,32,12,3,1,0,0,16
2,0,0,23,6,1,0,9,1,14
0,0,0,2,0,1,1,2,0,0
0,0,0,4,1,2,0,0,2,8
47,0,0,2.006,41,216,22,428,1,174
32,0,1,573,38,214,12,68,1,188
136,2,1,2.896,108,665,221,370,3,627
19,1,0,120,3,151,13,47,0,137
93,39,4,1.738,48,3.577,207,323,28,1.738
792,180,19,8.135,600,23.539,1.388,1.209,70,12.532
0,3,0,228,11,82,6,29,3,38
25,3,0,285,9,126,2,53,1,125
14,0,2,1.169,18,86,13,150,1,74
3,0,0,20,2,3,0,5,0,16
3,0,1,107,2,5,0,6,0,16
125,12,0,830,86,873,40,88,3,743
6,38,5,2.766,169,706,55,122,7,347
0,0,0,53,2,4,0,5,0,3
0,0,0,25,2,1,0,4,0,0
34,0,0,585,34,174,7,38,1,195
146,170,11,3.222,216,8.692,287,573,54,4.133
534,195,11,5.670,438,18.630,918,883,91,9.913
8,0,0,24,2,28,9,12,1,26
2,0,0,8,2,12,0,0,0,12
2,0,0,14,1,43,5,1,0,34
0,0,0,97,2,12,0,25,0,10
3,2,0,124,7,19,3,49,0,13
41,125,4,1.108,40,3.124,46,218,30,1.181
0,3,0,190,1,2,0,5,0,1
43,15,0,1.529,39,456,65,230,6,350
69,12,0,2.555,41,526,27,534,3,411
65,1,1,1.016,124,713,57,219,2,546
71,1,0,1.277,6,104,12,227,2,91
537,2.361,228,28.457,2.909,28.242,5.215,3.137,107,16.278
106,111,13,1.974,166,4.506,426,336,17,2.481
310,836,39,6.896,752,16.596,1.557,1.128,140,8.777
3,0,1,126,5,29,1,42,2,28
0,0,0,21,0,17,2,3,0,15
15,1,0,500,10,73,14,183,1,80
3,0,0,100,2,1,1,15,1,11
0,1,0,4,0,3,1,2,0,1
2,1,0,575,7,56,3,46,1,40
338,17,3,3.636,140,2.660,555,841,4,2.206
11,25,1,131,15,304,18,24,22,177
23,0,1,410,7,291,35,141,2,218
4,0,0,97,2,19,0,21,0,14
29,4,1,593,31,247,16,219,1,210
2,0,0,89,3,16,3,22,1,18
10,0,0,145,2,82,1,62,0,69
16,9,2,480,44,321,40,102,2,194
41,187,4,1.114,135,2.595,132,153,55,1.336
365,180,47,3.028,654,7.980,1.556,483,24,5.127
109,14,0,1.738,83,612,65,283,2,544
27,1,0,463,6,145,16,146,1,152
11,1,0,223,5,47,6,83,1,47
15,1,0,370,5,136,19,116,2,136
72,20,0,1.549,43,553,44,381,8,479
53,5,0,1.109,85,442,32,260,1,357
28,0,0,257,10,79,7,52,4,68
54,12,1,817,36,728,131,220,3,550
0,0,0,3,0,2,0,0,0,4
4,1,1,345,16,25,2,11,1,25
4,1,1,345,16,25,2,11,1,25
55,1,0,569,24,246,19,126,2,239
23,0,0,179,5,59,2,45,4,90
68,33,6,1.018,228,1.624,202,186,6,1.081
0,0,0,1,0,0,0,0,0,0
5,1,0,86,4,46,7,15,0,45
0,0,0,15,0,3,0,5,0,7
0,0,0,1,0,0,0,1,0,1
171,240,0,1.566,168,3.365,186,252,153,2.054
44,3,0,365,12,194,6,94,2,178
31,2,0,790,21,175,25,132,1,162
34,11,0,767,444,256,24,113,2,206
6,1,0,188,17,59,3,47,1,71
427,637,118,54.853,835,64.083,7.825,5.296,106,25.617
479,966,133,54.685,1.702,70.729,7.840,5.253,120,28.640
983,2.845,322,43.631,4.061,97.997,9.918,5.956,175,36.987
1,0,1,69,1,20,2,22,1,20
5,2,0,160,3,7,3,50,1,27
30,2,0,529,6,103,4,126,2,103
9,0,0,213,16,36,0,33,0,32
28,1,1,439,37,127,13,42,1,111
0,0,0,5,3,0,0,5,0,0
0,2,0,75,3,13,3,15,0,10
0,0,0,2,1,3,0,2,0,3
6,18,3,1.022,112,176,42,338,2,119
29,9,0,835,25,368,31,210,4,254
59,34,0,2.199,104,685,91,358,5,559
8,7,1,408,19,113,8,110,5,83
185,961,60,9.295,1.799,12.898,1.125,1.300,239,7.177
24,28,1,633,53,477,22,157,6,321
68,30,3,2.097,46,636,38,438,19,510
4,1,1,1.069,74,159,11,124,1,112
0,1,0,80,2,10,0,24,1,9
2,0,0,98,2,13,1,28,1,9
7,0,0,735,8,148,13,59,1,97
0,1,0,64,1,19,0,28,1,17
19,2,1,124,12,182,13,25,10,145
2,1,0,608,6,35,1,58,2,27
12,1,0,597,14,62,6,48,1,58
1,0,1,61,6,46,7,17,4,35
199,16,2,2.787,70,1.416,172,567,2,1.208
30,2,0,1.525,17,243,6,191,5,209
1,1,0,522,20,46,7,38,1,40
1,0,0,51,2,17,1,15,0,21
110,46,0,2.108,106,1.864,128,307,9,1.444
42,8,1,1.890,27,342,30,363,18,279
16,1,0,581,5,67,14,63,2,56
4,0,0,147,5,34,1,50,1,29
14,7,0,632,62,544,37,140,2,396
1,1,0,528,12,37,4,64,0,27
46,11,0,1.889,57,268,34,272,12,242
10,19,0,161,12,79,1,25,8,58
2,1,1,738,5,39,4,45,1,33
38,17,3,1.735,68,491,64,550,1,347
130,39,1,3.260,86,920,82,724,9,772
36,13,1,1.047,14,210,13,168,5,203
23,7,0,493,40,153,9,52,1,131
14,11,0,1.264,26,158,11,208,6,146
10,0,0,226,3,94,12,54,2,62
39,27,1,940,48,729,54,193,13,478
32,5,0,716,50,436,94,216,3,341
188,58,3,2.889,130,2.327,213,792,6,1.907
24,0,0,1.039,5,166,23,383,6,141
0,1,0,23,0,2,1,17,1,4
31,9,0,507,61,445,26,72,1,316
3,1,0,284,8,77,19,126,0,65
28,3,0,367,26,160,16,46,3,153
53,18,2,2.374,87,827,133,589,1,598
1,0,0,198,13,33,1,54,1,30
7,0,0,97,5,80,3,9,3,65
0,0,0,21,0,4,4,5,0,19
0,0,0,98,5,20,2,37,1,21
66,28,3,1.438,162,717,66,107,17,546
64,11,4,2.232,103,722,107,593,1,551
254,101,10,4.473,838,3.403,157,314,17,2.451
2,0,1,157,2,21,6,70,0,26
0,0,0,99,1,19,6,64,0,10
1,0,1,71,1,2,2,31,0,5
6,1,3,223,18,96,14,29,1,104
1,1,0,7,0,1,1,5,0,3
0,0,0,1,0,0,0,0,0,0
0,0,0,21,0,1,0,3,0,8
0,1,0,180,12,16,1,3,1,9
0,0,0,1,0,1,0,4,0,0
254,101,10,4.473,838,3.403,157,314,17,2.451
0,0,0,0,0,1,1,0,0,1
1,0,0,15,1,66,1,0,3,37
1,0,0,6,1,3,1,0,0,4
12,3,1,280,5,154,20,62,1,124
28,34,1,4.660,55,784,69,511,6,586
34,19,4,546,33,382,61,108,23,300
19,2,1,224,7,215,15,63,8,176
29,97,1,3.829,137,481,56,434,8,307
7,11,2,1.202,89,487,53,123,6,286
31,5,0,2.448,22,520,50,391,4,358
76,11,0,1.963,35,751,169,338,8,639
20,1,1,1.021,12,177,13,94,3,139
16,4,1,1.232,18,186,8,90,2,129
22,5,0,574,12,305,25,184,7,216
13,1,0,280,11,158,14,60,8,125
4,2,0,923,10,123,14,82,5,92
110,46,0,2.108,106,1.864,128,307,9,1.444
40,15,0,1.010,80,460,31,213,1,359
0,1,0,107,3,6,2,13,3,11
36,17,4,1.657,152,1.033,142,223,10,669
131,25,3,3.206,51,1.220,99,638,13,960
3,0,0,127,4,80,11,27,4,65
25,4,0,2.047,21,529,68,276,3,380
51,11,1,2.828,36,942,122,576,6,733
37,44,0,2.035,63,603,42,398,12,404
9,1,0,1.136,10,148,15,169,1,130
112,28,1,3.461,73,966,112,668,8,775
0,1,0,58,1,1,1,19,0,2
10,2,0,1.389,22,142,9,116,1,102
6,5,1,756,8,209,17,58,7,158
34,0,3,1.735,26,473,45,238,2,338
9,11,5,579,42,289,46,45,26,240
22,2,2,2.144,31,529,66,382,6,395
6,6,0,1.027,39,101,18,108,2,82
5,1,0,1.045,6,89,7,103,5,71
1,1,0,48,3,1,1,13,1,24
38,3,2,1.257,71,706,60,176,4,498
15,12,0,1.629,30,121,9,158,5,86
7,4,0,1.203,11,73,6,69,2,60
0,1,0,423,12,95,14,239,1,51
1,12,0,1.195,15,39,1,100,3,20
14,12,0,1.809,22,239,28,254,5,182
19,7,0,1.389,22,90,3,135,4,97
446,59,2,6.093,251,4.247,713,1.352,21,3.421
46,85,3,1.932,127,1.362,139,542,10,857
97,22,7,1.765,74,5.530,118,334,23,2.436
65,16,2,1.560,30,4.140,102,304,10,1.810
209,73,2,2.589,151,8.340,254,397,80,4.262
80,29,1,1.539,51,3.629,146,266,20,1.698
267,59,10,3.698,119,8.622,699,818,21,4.442
2,2,1,500,8,20,3,20,2,16
39,4,0,1.923,37,446,62,372,6,368
54,5,0,873,14,267,48,161,2,230
19,3,1,1.230,24,279,30,184,2,236
7,1,0,692,15,105,14,84,14,74
0,1,2,177,14,3,4,15,1,9
0,2,0,143,2,2,3,6,1,8
100,107,9,2.991,432,2.267,211,321,51,1.360
12,4,0,1.516,38,106,24,337,3,80
0,0,0,69,1,4,1,27,1,10
78,19,0,2.261,36,737,59,397,12,597
30,2,0,1.443,20,193,21,201,5,160
4,1,1,97,6,60,1,28,2,59
1,0,0,38,1,9,1,15,0,7
16,20,9,3.121,506,825,376,1.071,6,528
3,1,1,257,13,56,4,78,1,45
29,1,0,1.151,7,214,9,154,17,163
5,2,1,911,10,49,5,67,5,39
15,1,0,369,25,61,11,101,2,86
3,1,0,95,1,22,3,24,0,17
1,0,0,80,3,24,4,15,0,15
17,10,0,808,81,185,36,92,3,150
3,0,0,248,11,15,9,86,0,14
1,0,0,33,0,19,8,7,0,30
0,0,0,1,0,0,0,0,0,0
61,9,1,389,183,360,43,22,1,294
17,1,0,312,18,94,12,2,1,77
13,0,0,334,11,58,4,1,0,48
4,3,0,211,21,61,10,22,3,32
0,0,0,1,0,0,0,0,0,1
20,3,0,293,6,378,13,68,11,252
16,1,1,320,12,152,2,39,16,119
84,10,0,979,38,1.374,85,270,7,979
37,13,1,468,33,372,15,71,25,279
17,1,0,285,14,241,9,55,7,166
30,15,0,520,28,364,12,100,16,273
4,0,0,101,5,38,3,32,6,35
8,4,0,82,9,115,1,16,5,82
0,0,0,1,0,1,0,4,0,1
16,8,1,391,32,296,16,83,2,204
10,6,0,111,12,95,9,18,7,75
52,26,0,1.141,37,808,48,296,24,587
7,4,1,461,18,611,48,121,3,363
53,9,0,466,17,678,99,82,10,522
8,1,0,167,5,43,5,39,9,50
1,0,0,12,1,4,0,3,1,7
45,10,3,961,23,950,87,243,19,645
125,28,0,1.351,67,1.795,69,271,1,1.345
29,16,0,584,37,282,25,135,27,223
13,0,2,324,19,329,69,74,2,241
46,170,38,3.538,939,2.338,328,610,5,1.205
41,6,0,827,23,577,47,146,6,432
10,1,1,187,6,157,8,31,9,119
40,59,8,895,178,1.961,102,116,14,1.020
2,1,0,53,8,17,2,16,1,16
57,28,0,708,24,1.446,74,165,24,1.009
22,41,33,1.138,128,1.085,166,115,75,651
0,1,0,32,2,8,0,5,1,8
1,0,0,39,2,1,2,11,2,6
0,0,0,100,4,11,3,24,1,8
37,8,0,775,16,424,34,203,17,310
91,65,7,3.726,98,1.923,221,930,27,1.468
8,1,1,427,10,508,43,112,5,316
24,0,2,424,12,569,37,75,21,348
8,1,0,132,13,16,2,33,6,42
0,0,0,236,7,55,8,37,2,35
59,29,0,1.624,37,847,57,470,11,602
7,3,1,249,7,176,12,46,7,115
14,6,0,429,11,371,29,98,8,286
8,1,0,369,4,197,21,109,5,172
7,12,0,406,15,96,4,111,8,73
0,1,1,291,5,55,12,194,1,31
0,1,0,282,3,57,19,202,1,37
85,74,1,1.979,107,1.029,175,210,21,707
1,0,0,86,2,21,3,51,1,9
9,2,0,467,7,245,9,163,2,155
0,6,0,279,8,42,4,61,7,38
0,0,0,21,1,8,2,9,0,5
3,0,0,24,1,0,3,6,1,14
0,0,0,6,0,1,1,8,1,5
0,0,0,0,0,0,0,0,0,1
3,0,0,97,4,14,1,14,1,11
42,17,0,1.052,45,494,40,298,7,393
7,8,0,179,10,132,3,29,13,104
9,7,1,923,32,513,170,598,1,348
13,5,1,618,22,349,61,251,8,243
29,12,2,863,38,913,53,178,10,654
18,5,0,354,14,640,31,68,9,402
34,9,0,340,15,292,19,91,6,240
20,5,0,283,23,130,11,73,5,109
15,0,0,85,3,112,13,12,10,94
25,19,0,617,42,387,44,118,6,287
307,269,21,4.345,617,7.171,1.393,812,115,4.856
17,6,0,366,20,238,58,113,1,207
164,74,4,2.879,148,8.165,303,513,22,3.846
139,72,4,2.919,105,7.756,275,446,54,3.619
131,25,6,2.182,77,5.904,193,355,23,2.765
0,0,0,0,0,2,0,0,0,2
115,54,3,2.144,87,4.350,137,353,22,2.111
47,40,8,933,76,1.764,132,106,93,1.086
13,20,2,728,43,1.103,89,129,42,635
1,1,1,142,9,92,10,21,10,60
50,44,1,671,35,917,39,135,32,705
17,2,1,198,14,479,69,44,11,328
3,1,1,144,6,98,44,39,5,83
4,0,0,65,7,137,46,18,3,107
35,12,1,514,16,472,26,107,18,354
16,10,0,320,21,257,20,61,23,183
1,1,1,88,5,13,1,18,2,10
47,31,0,1.266,44,946,67,280,29,674
30,24,2,633,28,631,33,126,39,444
12,7,2,480,19,796,71,106,13,443
0,0,1,14,6,1,1,3,0,2
23,3,1,275,6,531,37,35,23,368
28,4,1,329,18,550,36,28,22,345
0,0,0,2,0,1,0,0,0,0
30,1,0,304,30,151,16,6,1,142
1,0,0,25,4,10,1,2,0,8
173,136,2,5.203,359,3.554,672,1.381,21,2.427
58,56,2,840,93,1.537,85,129,43,993
360,158,14,5.288,256,18.833,670,727,132,9.666
320,98,9,4.937,243,14.778,644,729,79,7.343
260,179,14,4.333,239,14.789,566,646,80,7.308
102,75,3,2.165,95,4.831,137,359,20,2.287
0,0,0,0,0,1,0,0,0,0
113,89,5,1.175,87,3.548,476,213,31,2.174
509,39,7,5.773,153,10.183,1.169,1.975,3,7.359
0,0,0,0,0,0,0,0,0,1
0,0,0,4,0,1,0,1,0,1
0,1,0,0,0,1,0,0,0,2
0,0,0,1,0,0,0,0,0,0
2,5,0,13,4,56,1,3,1,15
0,0,0,5,1,1,0,2,0,0
0,0,0,6,0,2,0,0,0,3
0,0,0,334,4,12,5,37,2,5
90,3,0,1.497,23,450,49,365,2,392
8,0,0,73,3,17,4,17,1,23
15,2,0,430,12,94,14,122,1,84
1,0,1,587,29,15,1,58,2,9
0,0,0,1,1,2,0,4,0,4
2,0,0,1,0,0,0,3,0,1
4,0,0,149,2,21,0,24,0,20
18,2,0,1.445,19,106,19,170,3,86
35,3,0,2.008,26,145,17,359,3,132
1,3,1,1.647,38,41,11,204,2,23
1,1,1,1.034,13,21,3,169,2,18
17,7,4,442,45,1.147,86,94,2,523
114,1,0,1.854,81,615,251,446,1,587
645,190,20,9.809,446,16.602,2.306,2.759,93,10.976
570,69,18,9.740,246,13.360,2.921,2.536,26,9.021
0,0,0,87,1,2,2,6,0,3
0,0,0,18,3,2,1,7,0,2
0,0,0,115,2,1,2,3,0,1
7,0,0,806,23,30,6,117,1,34
7,0,0,192,1,45,5,37,0,43
0,0,0,1,0,0,0,1,0,0
11,1,0,397,6,33,2,52,2,32
16,1,0,422,9,20,18,115,2,90
0,1,0,429,8,7,5,64,2,1
35,3,0,606,10,385,40,213,1,313
42,1,0,1.045,15,484,98,250,2,401
0,0,0,101,5,1,1,5,0,0
106,7,0,1.036,66,693,44,197,1,589
53,19,3,1.928,35,392,14,237,8,323
40,21,0,2.039,74,295,33,235,4,255
22,9,1,2.310,27,284,32,448,6,211
0,2,0,690,13,21,3,28,1,13
187,24,2,1.610,37,2.599,245,289,6,2.082
3,1,1,885,14,56,18,153,2,49
3,1,1,189,9,28,3,58,1,37
0,0,0,144,4,8,3,54,1,14
4,2,1,989,8,35,10,94,3,38
1,1,0,16,3,16,1,1,0,16
30,0,0,1.159,18,506,75,260,3,391
13,2,0,1.086,11,110,20,158,2,102
1,2,0,603,7,30,4,41,2,23
41,2,0,286,5,103,6,57,7,91
44,155,0,3.280,164,986,74,653,17,608
3,0,0,345,29,82,14,72,1,63
467,103,1,5.727,398,2.468,881,1.205,5,2.290
18,3,3,1.499,20,179,35,226,2,131
0,0,0,102,8,17,3,54,1,14
0,0,0,1,0,1,1,2,1,2
2,0,0,175,3,42,1,62,1,38
0,0,0,87,2,25,3,31,0,20
3,1,4,482,15,31,14,45,2,30
1,0,0,141,2,14,3,44,1,19
274,17,2,3.647,94,3.160,425,753,1,2.486
71,7,0,1.310,33,348,83,271,5,310
5,0,0,486,7,16,3,21,3,20
7,0,0,898,9,71,5,80,2,50
0,0,0,26,1,2,2,11,1,7
1,1,0,256,3,7,2,11,0,11
0,1,0,99,0,3,1,26,1,3
10,2,2,928,28,72,22,123,2,71
6,1,0,1.420,8,60,4,233,2,41
0,0,0,7,0,5,0,0,0,5
0,0,0,1,0,2,0,2,0,3
164,21,2,2.016,56,1.389,260,307,6,1.178
51,7,2,2.077,43,899,138,470,2,668
13,23,4,628,80,323,24,92,23,184
76,3,3,857,16,1.394,268,338,1,1.055
0,0,0,11,3,2,1,5,1,2
83,5,2,1.491,27,985,151,294,8,794
27,10,1,1.498,17,240,38,152,13,203
29,2,0,1.811,17,201,32,259,4,183
13,17,0,1.076,14,142,5,77,10,101
4,0,0,617,16,34,5,35,2,20
11,2,0,397,18,64,2,121,4,75
39,8,0,266,15,389,43,66,4,310
14,3,3,914,30,492,86,167,3,381
12,2,2,204,10,144,17,67,8,108
158,7,4,4.267,54,1.690,254,895,8,1.375
33,6,3,2.912,49,404,58,646,2,307
1,1,0,1.068,24,22,3,57,1,15
243,37,1,2.102,66,4.347,423,457,3,3.376
239,45,1,2.415,66,3.077,226,556,7,2.441
10,4,0,111,9,97,8,11,4,86
356,50,5,4.956,294,4.719,556,1.288,8,3.607
356,50,5,4.956,294,4.719,556,1.288,8,3.607
1.491,640,71,22.000,1.256,28.804,3.699,4.685,268,19.105
14,1,0,762,11,131,21,227,6,122
0,1,0,109,2,4,0,5,0,3
1,1,0,145,5,4,5,29,1,9
164,21,2,2.016,56,1.389,260,307,6,1.178
1,1,0,122,5,42,3,55,1,34
5,0,0,18,6,11,0,0,1,20
